,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Genes
APOC1,6.76E-193,-0.763289709,0.373,0.533,1.20E-188,APOC1
GRIK5,1.13E-192,2.429437499,0.084,0.024,2.01E-188,GRIK5
TYMP,1.77E-192,-0.717933155,0.503,0.638,3.15E-188,TYMP
RERG,5.33E-192,1.362549309,0.185,0.087,9.48E-188,RERG
SULF1,9.54E-192,-0.418470042,0.712,0.819,1.70E-187,SULF1
NTSR1,9.97E-192,-2.034434783,0.043,0.153,1.77E-187,NTSR1
PDE4C,1.30E-191,1.642075089,0.148,0.062,2.31E-187,PDE4C
TNXB,1.44E-191,1.128291165,0.311,0.187,2.56E-187,TNXB
ACP5,1.49E-191,-0.911865649,0.241,0.395,2.65E-187,ACP5
SVEP1,1.80E-191,1.23487196,0.278,0.162,3.20E-187,SVEP1
CDA,1.99E-191,-1.422415309,0.194,0.332,3.54E-187,CDA
CLDN3,7.12E-191,-2.277440027,0.174,0.307,1.26E-186,CLDN3
L1CAM,1.18E-190,-1.643755719,0.097,0.22,2.10E-186,L1CAM
UNC13D,3.30E-190,-0.835464504,0.322,0.474,5.87E-186,UNC13D
PEG10,7.21E-189,1.386525252,0.324,0.21,1.28E-184,PEG10
MLKL,3.34E-188,-0.847837317,0.233,0.388,5.94E-184,MLKL
SLC9A3R1,4.81E-187,0.72839268,0.581,0.497,8.54E-183,SLC9A3R1
RHEX,7.06E-187,1.773530901,0.14,0.057,1.25E-182,RHEX
GNAZ,1.01E-186,1.848733797,0.121,0.046,1.79E-182,GNAZ
TRPS1,2.02E-186,1.179723996,0.288,0.171,3.60E-182,TRPS1
LTF,8.51E-186,3.523740235,0.142,0.06,1.51E-181,LTF
CDX1,2.56E-185,-3.639674265,0.01,0.098,4.54E-181,CDX1
EIF4G2,4.08E-185,-0.317065803,0.873,0.896,7.25E-181,EIF4G2
WARS,3.00E-184,-0.650221413,0.508,0.642,5.33E-180,WARS
PRPH,3.36E-184,2.820967498,0.053,0.01,5.96E-180,PRPH
CRIM1,7.80E-184,0.518160645,0.7,0.618,1.39E-179,CRIM1
ADAMTS8,8.38E-184,2.193579738,0.063,0.014,1.49E-179,ADAMTS8
PFKFB3,9.77E-184,0.630641552,0.661,0.582,1.73E-179,PFKFB3
ALDH3A1,7.61E-183,1.628249423,0.204,0.103,1.35E-178,ALDH3A1
SHB,1.17E-182,-0.567263283,0.434,0.594,2.08E-178,SHB
MDK,1.94E-182,0.544472794,0.787,0.75,3.45E-178,MDK
USF2,2.98E-182,0.40548182,0.836,0.79,5.30E-178,USF2
ST6GAL1,3.15E-182,1.009927049,0.407,0.289,5.60E-178,ST6GAL1
DUSP23,3.54E-182,0.693118286,0.613,0.53,6.30E-178,DUSP23
CCL21,1.34E-181,-2.402444351,0.042,0.146,2.38E-177,CCL21
COL11A1,3.20E-181,-1.015812908,0.272,0.411,5.69E-177,COL11A1
TRPV4,3.55E-181,-1.63569525,0.073,0.189,6.31E-177,TRPV4
PAX8,3.86E-181,2.776174948,0.051,0.01,6.86E-177,PAX8
XDH,6.24E-181,-1.049567628,0.189,0.332,1.11E-176,XDH
AURKAIP1,6.86E-181,-0.530069957,0.713,0.821,1.22E-176,AURKAIP1
QSOX1,6.53E-180,0.396854452,0.821,0.762,1.16E-175,QSOX1
CDKN1A,7.44E-180,0.419099187,0.755,0.698,1.32E-175,CDKN1A
TPPP3,7.69E-180,1.099089978,0.277,0.163,1.37E-175,TPPP3
SEMA4B,8.96E-180,-0.479475222,0.546,0.691,1.59E-175,SEMA4B
SYNPO2,1.40E-179,1.014568079,0.382,0.246,2.48E-175,SYNPO2
GRAMD1B,2.34E-179,1.107016437,0.278,0.164,4.15E-175,GRAMD1B
PI4KA,2.54E-179,0.781155383,0.538,0.431,4.52E-175,PI4KA
MBOAT2,1.48E-178,0.731565816,0.658,0.594,2.62E-174,MBOAT2
FPR3,1.65E-177,-0.917301583,0.25,0.397,2.92E-173,FPR3
NDUFA12,1.78E-177,-0.52544797,0.456,0.601,3.17E-173,NDUFA12
SERPINA3,3.06E-177,-0.699970251,0.449,0.574,5.43E-173,SERPINA3
SOX6,3.09E-177,1.3314821,0.176,0.083,5.50E-173,SOX6
TSPO,5.03E-177,0.44471676,0.816,0.794,8.94E-173,TSPO
PAK4,1.17E-176,-0.826166481,0.443,0.573,2.08E-172,PAK4
C1S,1.73E-176,0.645140177,0.738,0.722,3.07E-172,C1S
PSMB1,2.03E-176,-0.366083996,0.75,0.826,3.61E-172,PSMB1
IRF6,2.23E-176,-0.69487661,0.379,0.522,3.96E-172,IRF6
LAP3,3.13E-176,-0.613520201,0.477,0.613,5.55E-172,LAP3
TNIP1,9.71E-175,-0.441224081,0.638,0.759,1.72E-170,TNIP1
LYPD6,7.75E-174,1.43508607,0.154,0.069,1.38E-169,LYPD6
IFITM2,8.47E-174,-0.567829989,0.912,0.932,1.50E-169,IFITM2
RHOF,2.49E-173,-0.666505031,0.464,0.597,4.41E-169,RHOF
RHOB,7.61E-173,0.388588742,0.883,0.862,1.35E-168,RHOB
DTX3L,1.41E-172,-0.692624198,0.365,0.511,2.51E-168,DTX3L
CDH17,1.49E-172,-1.570211968,0.105,0.225,2.65E-168,CDH17
NDUFA2,2.74E-172,-0.454061118,0.631,0.756,4.86E-168,NDUFA2
PSD,2.14E-171,1.401873135,0.147,0.065,3.80E-167,PSD
ITGB6,2.76E-171,-0.577106335,0.603,0.707,4.90E-167,ITGB6
PSMA4,2.81E-171,-0.476007723,0.658,0.754,5.00E-167,PSMA4
MELK,3.56E-171,-1.193781079,0.119,0.248,6.32E-167,MELK
DENR,4.14E-171,-0.547705907,0.415,0.565,7.36E-167,DENR
AQP3,4.31E-171,1.01544762,0.337,0.223,7.65E-167,AQP3
HOXA13,5.06E-171,-2.56430264,0.021,0.11,9.00E-167,HOXA13
FAM131B,5.55E-171,2.559185068,0.072,0.02,9.87E-167,FAM131B
GPAA1,2.17E-170,0.730897022,0.576,0.482,3.85E-166,GPAA1
COL14A1,6.45E-170,0.942689443,0.292,0.175,1.15E-165,COL14A1
KRT8,9.83E-170,-0.286195782,0.978,0.981,1.75E-165,KRT8
CEACAM7,7.43E-169,1.977020545,0.16,0.074,1.32E-164,CEACAM7
SCP2,2.23E-168,0.524761931,0.675,0.605,3.95E-164,SCP2
SUMO3,3.85E-168,-0.43583799,0.711,0.797,6.84E-164,SUMO3
POSTN,5.97E-168,-0.507405005,0.721,0.803,1.06E-163,POSTN
PA2G4,1.71E-167,-0.463915335,0.731,0.821,3.04E-163,PA2G4
NDRG2,3.11E-167,0.617448508,0.58,0.471,5.52E-163,NDRG2
FXYD2,1.13E-166,1.211562608,0.284,0.173,2.00E-162,FXYD2
MGAM2,1.39E-166,-1.63224078,0.083,0.195,2.48E-162,MGAM2
HERC6,3.14E-166,-1.116252008,0.141,0.27,5.58E-162,HERC6
GDF15,1.11E-165,0.825497233,0.389,0.263,1.98E-161,GDF15
RFLNA,1.21E-165,-0.815575663,0.213,0.361,2.15E-161,RFLNA
TAP1,2.31E-165,-0.719739431,0.557,0.663,4.11E-161,TAP1
SLFN13,1.58E-164,-0.639381755,0.198,0.344,2.81E-160,SLFN13
SRPX,1.74E-164,1.254510371,0.24,0.137,3.09E-160,SRPX
TMEM65,1.95E-164,1.112146078,0.298,0.189,3.47E-160,TMEM65
NR1H4,3.69E-164,1.547588425,0.11,0.042,6.55E-160,NR1H4
PARP9,1.16E-163,-0.852615492,0.258,0.397,2.07E-159,PARP9
ERN2,2.21E-163,0.731956896,0.418,0.288,3.93E-159,ERN2
GRN,1.73E-162,-0.457120812,0.598,0.711,3.07E-158,GRN
GTPBP6,1.77E-162,0.69692769,0.476,0.362,3.15E-158,GTPBP6
TRBJ2-2,5.02E-162,-1.710926678,0.053,0.156,8.92E-158,TRBJ2-2
FLNA,1.14E-161,0.519351061,0.956,0.944,2.03E-157,FLNA
SELENOP,2.07E-161,0.772793391,0.516,0.417,3.67E-157,SELENOP
KIAA1522,2.46E-161,0.41562129,0.789,0.74,4.37E-157,KIAA1522
PROM2,2.80E-161,0.624122392,0.554,0.436,4.97E-157,PROM2
EPHX1,2.92E-161,0.849786124,0.407,0.292,5.19E-157,EPHX1
ARHGEF16,3.90E-161,0.78920322,0.467,0.364,6.93E-157,ARHGEF16
CMPK1,7.10E-161,0.306563855,0.864,0.843,1.26E-156,CMPK1
ETFA,9.40E-161,-0.576623254,0.444,0.586,1.67E-156,ETFA
LAMP3,1.64E-160,-1.554589075,0.073,0.181,2.91E-156,LAMP3
IGHG1,2.27E-160,-1.618156024,0.655,0.681,4.04E-156,IGHG1
NDRG4,5.29E-160,1.888407236,0.126,0.054,9.39E-156,NDRG4
SNX3,6.64E-160,-0.366750353,0.698,0.789,1.18E-155,SNX3
VPS28,1.05E-159,0.513270893,0.718,0.662,1.87E-155,VPS28
TC2N,1.43E-159,0.656389168,0.527,0.423,2.53E-155,TC2N
ARHGEF40,1.81E-159,0.721216146,0.468,0.354,3.21E-155,ARHGEF40
HERC5,1.91E-159,-1.02746557,0.133,0.26,3.40E-155,HERC5
NUB1,1.96E-159,-0.636260329,0.421,0.56,3.48E-155,NUB1
MVP,5.63E-159,0.410616404,0.791,0.743,1.00E-154,MVP
ACTR1B,6.05E-159,0.624376142,0.622,0.541,1.07E-154,ACTR1B
ITGB1,1.34E-158,0.370802074,0.957,0.951,2.39E-154,ITGB1
SEMA4C,2.63E-158,-0.695012818,0.252,0.398,4.66E-154,SEMA4C
MMP12,5.88E-158,-1.824016411,0.043,0.14,1.04E-153,MMP12
ETHE1,8.89E-158,-0.715065136,0.515,0.631,1.58E-153,ETHE1
GLIS2,1.11E-157,0.693487898,0.506,0.397,1.97E-153,GLIS2
DEDD2,1.63E-157,-0.66610352,0.384,0.53,2.89E-153,DEDD2
ANXA11,1.65E-157,-0.299007216,0.885,0.923,2.93E-153,ANXA11
IGFBP6,9.00E-157,0.488646513,0.601,0.474,1.60E-152,IGFBP6
CAPNS1,4.35E-156,0.320030049,0.871,0.838,7.74E-152,CAPNS1
SCRG1,8.23E-156,2.12358071,0.088,0.03,1.46E-151,SCRG1
TRDV1,9.32E-156,1.951253998,0.054,0.012,1.65E-151,TRDV1
TCP1,1.26E-155,-0.401359612,0.679,0.77,2.24E-151,TCP1
IKBKE,1.29E-155,-1.141878032,0.14,0.265,2.29E-151,IKBKE
GABRE,1.43E-155,-0.914459025,0.256,0.385,2.54E-151,GABRE
NF1,1.74E-155,-0.841270672,0.24,0.377,3.10E-151,NF1
SYBU,2.52E-155,0.938973838,0.306,0.195,4.48E-151,SYBU
IGHG4,2.55E-155,-0.643772594,0.224,0.369,4.54E-151,IGHG4
PRRC2B,3.92E-155,0.37241018,0.807,0.765,6.96E-151,PRRC2B
USP18,8.64E-155,-1.271938757,0.089,0.201,1.53E-150,USP18
CSDE1,1.08E-154,0.513503704,0.685,0.626,1.91E-150,CSDE1
C4orf19,1.61E-154,0.834194742,0.375,0.256,2.86E-150,C4orf19
CDK7,2.24E-154,-0.677289539,0.269,0.414,3.98E-150,CDK7
SPINT1,2.95E-154,-0.49541511,0.595,0.701,5.23E-150,SPINT1
PCLAF,3.64E-154,-0.951402042,0.176,0.305,6.47E-150,PCLAF
GRIN2D,4.99E-154,-1.652993448,0.053,0.153,8.86E-150,GRIN2D
SERPINB6,1.59E-153,-0.393477804,0.661,0.772,2.82E-149,SERPINB6
ACTB,2.02E-153,0.247036376,0.993,0.987,3.60E-149,ACTB
ERGIC3,2.91E-153,-0.307582972,0.807,0.867,5.17E-149,ERGIC3
NFIC,3.75E-153,0.382844241,0.796,0.765,6.66E-149,NFIC
CCL20,7.18E-153,-1.006564974,0.313,0.436,1.28E-148,CCL20
KRTAP2-3,7.71E-153,3.306511233,0.034,0.005,1.37E-148,KRTAP2-3
ARHGAP35,1.97E-152,0.868361826,0.446,0.344,3.49E-148,ARHGAP35
GP2,2.72E-152,-1.812849606,0.166,0.286,4.83E-148,GP2
VPS25,8.83E-152,-0.578259361,0.376,0.519,1.57E-147,VPS25
KLK1,1.25E-151,0.316156102,0.285,0.168,2.22E-147,KLK1
ZNFX1,2.66E-151,-0.560357639,0.411,0.558,4.73E-147,ZNFX1
IFIT1,2.89E-151,-1.488995739,0.057,0.157,5.14E-147,IFIT1
PSME2,3.40E-151,-0.559792807,0.583,0.692,6.05E-147,PSME2
PTPRF,3.83E-151,0.346327133,0.785,0.726,6.80E-147,PTPRF
CLDN7,7.03E-151,-0.414119318,0.711,0.8,1.25E-146,CLDN7
NMB,8.03E-151,2.026694776,0.226,0.134,1.43E-146,NMB
SNRPF,1.08E-150,-0.684135136,0.256,0.395,1.92E-146,SNRPF
RAB5IF,1.32E-150,-0.400032198,0.771,0.837,2.34E-146,RAB5IF
GALNT5,2.69E-150,0.769686529,0.482,0.376,4.77E-146,GALNT5
TUBA4A,5.47E-150,-0.396521748,0.702,0.795,9.72E-146,TUBA4A
ALCAM,5.53E-149,0.744993917,0.492,0.39,9.83E-145,ALCAM
CFTR,7.68E-149,1.194773753,0.345,0.243,1.36E-144,CFTR
LSM5,1.37E-148,-0.613600326,0.435,0.563,2.43E-144,LSM5
CYP4V2,2.24E-148,0.871760665,0.359,0.251,3.98E-144,CYP4V2
CDCA7,2.38E-148,-1.056440982,0.175,0.295,4.23E-144,CDCA7
MAL2,3.30E-148,0.598905278,0.838,0.797,5.86E-144,MAL2
RND3,3.46E-148,1.069339044,0.303,0.198,6.15E-144,RND3
MYLK,5.39E-148,0.88409288,0.58,0.483,9.58E-144,MYLK
MARCKSL1,5.89E-148,0.395738197,0.814,0.777,1.05E-143,MARCKSL1
SERPINA1,6.54E-148,0.61945911,0.756,0.688,1.16E-143,SERPINA1
GPX3,7.44E-148,0.931137164,0.299,0.191,1.32E-143,GPX3
GSTO1,1.04E-147,-0.459180193,0.624,0.724,1.84E-143,GSTO1
PPP2R5C,1.26E-147,0.396866839,0.808,0.774,2.25E-143,PPP2R5C
ZNF888,9.68E-147,1.217359307,0.224,0.13,1.72E-142,ZNF888
LAMA4,1.08E-146,-0.458396165,0.498,0.63,1.91E-142,LAMA4
C1QTNF7,1.31E-146,1.142187499,0.134,0.059,2.32E-142,C1QTNF7
NRXN2,1.67E-146,1.082898294,0.231,0.133,2.97E-142,NRXN2
NRBP2,2.90E-146,0.775039596,0.454,0.352,5.16E-142,NRBP2
ENO2,4.67E-146,0.957550478,0.469,0.369,8.30E-142,ENO2
CCL23,5.08E-146,-3.340735648,0.014,0.087,9.02E-142,CCL23
GABARAPL2,5.60E-146,-0.390619609,0.706,0.792,9.94E-142,GABARAPL2
BACE2,8.99E-146,-0.54586325,0.68,0.784,1.60E-141,BACE2
FAM83A,1.45E-145,-1.168332514,0.231,0.352,2.57E-141,FAM83A
TRPC1,2.41E-145,1.512058609,0.145,0.069,4.27E-141,TRPC1
PLXNB1,3.20E-145,0.740943854,0.465,0.363,5.69E-141,PLXNB1
RGS11,4.76E-145,1.427467959,0.136,0.062,8.45E-141,RGS11
ADAM9,1.42E-144,-0.507195234,0.746,0.83,2.52E-140,ADAM9
VTN,1.81E-144,1.747249355,0.077,0.025,3.22E-140,VTN
COL9A2,2.15E-144,1.016792537,0.321,0.218,3.82E-140,COL9A2
MET,3.43E-144,0.570909375,0.635,0.562,6.08E-140,MET
ARF3,6.33E-144,-0.362127192,0.794,0.868,1.12E-139,ARF3
LENG8,1.13E-143,0.315618533,0.834,0.799,2.01E-139,LENG8
STK39,1.65E-143,0.683552154,0.53,0.444,2.93E-139,STK39
GPC3,9.29E-143,1.052465713,0.208,0.115,1.65E-138,GPC3
KLHL35,1.19E-142,2.015999446,0.098,0.038,2.11E-138,KLHL35
APOL3,1.36E-142,-0.98633739,0.172,0.293,2.42E-138,APOL3
IER3,1.45E-142,-0.533554275,0.747,0.817,2.57E-138,IER3
SERPINB9,1.68E-142,-0.690705403,0.262,0.398,2.99E-138,SERPINB9
C6orf15,1.92E-142,-3.109299461,0.011,0.081,3.41E-138,C6orf15
SPARC,3.51E-142,-0.312581846,0.968,0.976,6.23E-138,SPARC
DPYSL2,7.51E-142,-0.456576294,0.589,0.701,1.33E-137,DPYSL2
ALDH3A2,8.48E-141,0.730630778,0.498,0.41,1.51E-136,ALDH3A2
EIF3A,1.39E-140,-0.266210419,0.827,0.877,2.47E-136,EIF3A
LSM1,1.76E-140,-0.484169732,0.478,0.616,3.13E-136,LSM1
PBXIP1,1.93E-140,0.563324798,0.662,0.583,3.43E-136,PBXIP1
RNASE4,2.48E-140,0.69773152,0.45,0.336,4.41E-136,RNASE4
ZMAT3,1.36E-139,0.919137077,0.317,0.213,2.42E-135,ZMAT3
SERPINB1,2.39E-139,-0.469068524,0.441,0.596,4.25E-135,SERPINB1
ITGA6,2.40E-139,-0.353819289,0.709,0.795,4.26E-135,ITGA6
EMP2,2.98E-139,0.903754338,0.365,0.262,5.30E-135,EMP2
USH1C,4.48E-139,0.595333976,0.523,0.408,7.96E-135,USH1C
WSB2,6.01E-139,-0.470970902,0.453,0.591,1.07E-134,WSB2
GZMB,7.17E-139,-1.721843559,0.054,0.146,1.27E-134,GZMB
BCO2,7.57E-139,1.403026233,0.116,0.049,1.35E-134,BCO2
SRRM2,1.00E-138,0.261917718,0.896,0.88,1.78E-134,SRRM2
SMIM6,2.33E-138,1.328443139,0.19,0.105,4.15E-134,SMIM6
KCNJ16,1.14E-137,1.119065729,0.098,0.038,2.03E-133,KCNJ16
COL3A1,1.70E-137,-0.31926271,0.991,0.994,3.03E-133,COL3A1
FAM89B,2.72E-137,0.647899959,0.628,0.561,4.84E-133,FAM89B
SCNN1A,4.03E-137,0.453145867,0.637,0.53,7.16E-133,SCNN1A
LRATD1,6.33E-137,-1.608756435,0.079,0.178,1.13E-132,LRATD1
CXCL11,6.89E-137,-1.825086022,0.029,0.11,1.22E-132,CXCL11
SORBS2,1.15E-136,0.723897663,0.422,0.317,2.05E-132,SORBS2
HMGCS2,1.76E-136,-2.656011058,0.069,0.163,3.13E-132,HMGCS2
NPNT,1.46E-135,0.663084334,0.377,0.262,2.59E-131,NPNT
FAM200B,1.53E-135,0.993329356,0.311,0.211,2.72E-131,FAM200B
FXYD5,1.62E-135,0.402504796,0.756,0.67,2.88E-131,FXYD5
CDC42EP4,1.64E-135,-0.678275402,0.371,0.5,2.92E-131,CDC42EP4
TNFRSF6B,2.15E-135,-1.051415853,0.506,0.576,3.82E-131,TNFRSF6B
CPD,2.44E-135,0.575088472,0.656,0.584,4.33E-131,CPD
NMU,2.53E-135,1.280227054,0.167,0.087,4.49E-131,NMU
CIRBP,3.31E-135,0.304086955,0.886,0.869,5.88E-131,CIRBP
MEIS1,4.41E-135,0.804691304,0.372,0.267,7.83E-131,MEIS1
EIF3M,5.16E-135,-0.291933669,0.769,0.837,9.16E-131,EIF3M
ETFB,5.99E-135,0.451819177,0.695,0.638,1.06E-130,ETFB
DDX60,6.37E-135,-0.849526139,0.182,0.303,1.13E-130,DDX60
NSA2,9.11E-135,-0.484660653,0.444,0.582,1.62E-130,NSA2
C16orf74,1.92E-134,-1.350971714,0.1,0.202,3.40E-130,C16orf74
PRSS3,4.61E-134,-1.055694849,0.255,0.375,8.19E-130,PRSS3
RAC2,5.72E-134,-0.505755725,0.412,0.546,1.02E-129,RAC2
ZBTB16,7.09E-134,0.922346459,0.233,0.137,1.26E-129,ZBTB16
SLC26A9,1.12E-133,-1.277962861,0.127,0.233,1.99E-129,SLC26A9
MUC12,1.18E-133,-4.737913891,0.019,0.09,2.10E-129,MUC12
IGFBP7,2.67E-133,0.333606519,0.961,0.963,4.74E-129,IGFBP7
OLFML2A,5.11E-133,-1.060594434,0.072,0.17,9.08E-129,OLFML2A
CLMN,5.73E-133,0.72462581,0.436,0.336,1.02E-128,CLMN
LAMA2,6.27E-133,0.768725261,0.398,0.291,1.11E-128,LAMA2
COMT,1.15E-132,0.572728865,0.812,0.787,2.04E-128,COMT
EIF3G,1.41E-132,-0.311999416,0.76,0.838,2.50E-128,EIF3G
NRP1,2.51E-132,0.539581413,0.625,0.545,4.45E-128,NRP1
PAH,3.03E-132,2.184896427,0.034,0.005,5.38E-128,PAH
SORBS1,3.24E-132,1.264203782,0.338,0.24,5.76E-128,SORBS1
SBSPON,3.43E-132,1.650892547,0.071,0.023,6.09E-128,SBSPON
SPHK2,4.09E-132,1.069298115,0.293,0.198,7.27E-128,SPHK2
OCIAD1,1.33E-131,-0.397069015,0.704,0.788,2.36E-127,OCIAD1
SP110,1.88E-131,-0.676974934,0.238,0.367,3.34E-127,SP110
PHGR1,2.01E-131,-0.742472059,0.146,0.264,3.57E-127,PHGR1
ANKRD22,2.85E-131,-0.711097611,0.241,0.368,5.06E-127,ANKRD22
DSP,2.92E-131,-0.486751827,0.406,0.548,5.18E-127,DSP
MYB,3.59E-131,-1.969160931,0.04,0.123,6.38E-127,MYB
C11orf96,3.94E-131,0.475918787,0.631,0.553,7.01E-127,C11orf96
ADAMTS1,6.55E-131,0.842774824,0.343,0.238,1.16E-126,ADAMTS1
ADGRG7,9.02E-131,-2.918997666,0.019,0.089,1.60E-126,ADGRG7
TCF21,2.71E-130,0.617386582,0.349,0.24,4.81E-126,TCF21
MYL12A,4.01E-130,0.448983096,0.722,0.661,7.11E-126,MYL12A
FLOT1,4.63E-130,0.380859157,0.835,0.793,8.23E-126,FLOT1
PSMD11,6.59E-130,-0.404152541,0.619,0.728,1.17E-125,PSMD11
PARP14,1.02E-129,-0.530335462,0.364,0.494,1.81E-125,PARP14
CACNG7,1.51E-129,6.086032653,0.016,0,2.67E-125,CACNG7
DHRS3,2.14E-129,0.470900495,0.714,0.655,3.79E-125,DHRS3
NUCB1,2.25E-129,0.368635324,0.822,0.79,4.00E-125,NUCB1
LY6D,7.16E-129,0.280980749,0.562,0.437,1.27E-124,LY6D
EPHA3,1.98E-128,0.858462756,0.298,0.195,3.52E-124,EPHA3
APCDD1,2.43E-128,0.966414412,0.296,0.2,4.31E-124,APCDD1
NKG7,2.73E-128,-1.514723914,0.052,0.139,4.85E-124,NKG7
CNFN,2.80E-128,1.849676877,0.108,0.047,4.97E-124,CNFN
BEX5,5.96E-128,1.618466906,0.101,0.042,1.06E-123,BEX5
HIST1H1D,8.43E-128,-0.827468135,0.201,0.322,1.50E-123,HIST1H1D
SGCB,1.04E-127,0.817532978,0.361,0.259,1.85E-123,SGCB
REPS2,1.06E-127,0.773251596,0.357,0.254,1.88E-123,REPS2
METAP2,1.80E-127,-0.446123188,0.48,0.611,3.20E-123,METAP2
CHIT1,2.70E-127,-1.861188462,0.027,0.101,4.79E-123,CHIT1
B3GNT6,4.30E-127,-3.100394016,0.012,0.077,7.64E-123,B3GNT6
CYCS,1.30E-126,-0.498864595,0.634,0.723,2.31E-122,CYCS
PITPNM3,1.58E-126,1.176068123,0.206,0.12,2.81E-122,PITPNM3
LY6E,1.76E-126,-0.519109598,0.802,0.839,3.12E-122,LY6E
STAT2,2.21E-126,-0.451416526,0.481,0.609,3.93E-122,STAT2
TAGLN,3.70E-126,0.537209478,0.859,0.799,6.57E-122,TAGLN
COL6A1,5.17E-126,-0.579283451,0.725,0.763,9.18E-122,COL6A1
HS6ST2,9.34E-126,-2.768679016,0.01,0.073,1.66E-121,HS6ST2
RNF130,9.43E-126,0.546966331,0.609,0.53,1.68E-121,RNF130
KRT18,9.48E-126,-0.422198649,0.926,0.932,1.68E-121,KRT18
BCAT1,1.57E-125,-0.607831049,0.21,0.339,2.78E-121,BCAT1
HSF4,1.64E-125,-0.692521897,0.312,0.436,2.92E-121,HSF4
LRATD2,7.83E-125,0.848338336,0.348,0.251,1.39E-120,LRATD2
C1QA,7.92E-125,-0.707864144,0.364,0.485,1.41E-120,C1QA
PSMB3,1.29E-124,-0.443827522,0.495,0.618,2.29E-120,PSMB3
SFRP4,1.36E-124,0.846799323,0.531,0.465,2.42E-120,SFRP4
IRAK2,1.71E-124,-0.716103178,0.231,0.356,3.03E-120,IRAK2
TSPAN14,2.75E-124,-0.478601638,0.458,0.577,4.88E-120,TSPAN14
ZBP1,3.10E-124,-1.199383011,0.079,0.173,5.50E-120,ZBP1
COMMD4,3.17E-124,-0.576097945,0.373,0.502,5.63E-120,COMMD4
AVEN,3.19E-124,-0.60795741,0.289,0.417,5.66E-120,AVEN
GNAQ,3.40E-124,0.449222941,0.694,0.628,6.04E-120,GNAQ
CAVIN2,3.79E-124,1.024555717,0.188,0.104,6.73E-120,CAVIN2
CEP250,6.88E-124,-0.695525453,0.194,0.315,1.22E-119,CEP250
TMEM43,1.25E-123,0.576186001,0.61,0.538,2.21E-119,TMEM43
AHR,1.68E-123,0.425560493,0.707,0.636,2.99E-119,AHR
DAP,2.11E-123,0.449724339,0.688,0.64,3.74E-119,DAP
KCNH2,2.55E-123,1.735386151,0.123,0.059,4.53E-119,KCNH2
IGHD,2.56E-123,3.115071685,0.148,0.077,4.55E-119,IGHD
SMPD3,2.96E-123,1.097007911,0.232,0.144,5.26E-119,SMPD3
RAB11A,4.09E-123,-0.355258114,0.734,0.794,7.27E-119,RAB11A
BLMH,4.20E-123,-0.70379544,0.246,0.367,7.46E-119,BLMH
ERP29,4.84E-123,-0.294054434,0.725,0.802,8.59E-119,ERP29
SLFN5,6.85E-123,-0.553757816,0.33,0.458,1.22E-118,SLFN5
VEGFA,1.19E-122,0.391921257,0.78,0.749,2.12E-118,VEGFA
CCL14,1.36E-122,-1.652181122,0.043,0.123,2.41E-118,CCL14
CPED1,1.55E-122,1.041171542,0.243,0.152,2.75E-118,CPED1
ALDH2,2.76E-122,-0.599480665,0.554,0.636,4.91E-118,ALDH2
CCT3,2.79E-122,-0.31701767,0.763,0.825,4.96E-118,CCT3
OS9,4.03E-122,-0.341187159,0.799,0.87,7.16E-118,OS9
SCN9A,4.48E-122,1.218211397,0.191,0.109,7.95E-118,SCN9A
SPTAN1,4.50E-122,0.515824095,0.622,0.559,8.00E-118,SPTAN1
NMT1,6.83E-122,-0.488181758,0.398,0.528,1.21E-117,NMT1
SLC20A1,1.09E-121,-0.554112158,0.566,0.666,1.94E-117,SLC20A1
GATA3,1.23E-121,1.299368721,0.183,0.105,2.19E-117,GATA3
TSPAN2,1.77E-121,-0.75292219,0.172,0.289,3.14E-117,TSPAN2
LGALS3BP,2.12E-121,-0.338770022,0.935,0.953,3.76E-117,LGALS3BP
KIF12,3.90E-121,0.99024799,0.214,0.127,6.92E-117,KIF12
VAMP5,5.76E-121,-0.531307466,0.382,0.512,1.02E-116,VAMP5
CYP2S1,6.12E-121,0.546945092,0.542,0.445,1.09E-116,CYP2S1
EFTUD2,8.07E-121,-0.473398941,0.401,0.531,1.43E-116,EFTUD2
EIF2AK2,9.64E-121,-0.522839851,0.364,0.49,1.71E-116,EIF2AK2
KIF1C,1.27E-120,0.508124071,0.691,0.623,2.25E-116,KIF1C
S100A11,1.76E-120,-0.203446417,0.955,0.965,3.13E-116,S100A11
AKR1C3,1.77E-120,0.729673352,0.319,0.217,3.14E-116,AKR1C3
OLFM1,1.94E-120,0.978216901,0.248,0.16,3.45E-116,OLFM1
LYPD6B,2.69E-120,1.152114338,0.148,0.076,4.78E-116,LYPD6B
DEK,4.52E-120,-0.297297845,0.779,0.845,8.03E-116,DEK
BID,4.89E-120,0.985228131,0.471,0.402,8.68E-116,BID
TRAC,6.44E-120,-1.009643793,0.158,0.268,1.14E-115,TRAC
SLC34A3,8.58E-120,2.774530224,0.044,0.011,1.52E-115,SLC34A3
KLHDC7B,9.02E-120,-1.829002405,0.026,0.097,1.60E-115,KLHDC7B
AC007906.2,1.17E-119,0.792793268,0.274,0.176,2.08E-115,AC007906.2
TCIRG1,1.61E-119,-0.405729984,0.588,0.709,2.86E-115,TCIRG1
